pid,sessionId,status,trialId,description,instruction,answer,correctAnswer,startTime,endTime,duration,studyId,measure
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:47:41 GMT",115845,vlat-mini-randomized,res2
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:51:31 GMT",346419,vlat-mini-randomized,res3
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:49:36 GMT",231012,vlat-mini-randomized,res4
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q5,,What is the approximate global smartphone market share of Samsung?,35.2%,17.6%,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:52:01 GMT",376019,vlat-mini-randomized,res5
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:53:36 GMT",470739,vlat-mini-randomized,res6
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q7,,What is the cost of peanuts in Seoul?,$4.5,$6.1,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:49:10 GMT",205068,vlat-mini-randomized,res7
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:53:02 GMT",436771,vlat-mini-randomized,res8
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q9,,What is the average internet speed in Japan?,Skip,40.51 Mbps,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:53:46 GMT",481283,vlat-mini-randomized,res9
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.80,$0.71,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:51:03 GMT",317924,vlat-mini-randomized,res10
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 4,1 to 2,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:48:37 GMT",171645,vlat-mini-randomized,res11
JX54B0gvbKRKQD1shStoOgdmrSV2,ced94794-28f2-46a2-94b2-782ffdec62d3,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:45:45 GMT","Tue, 07 Nov 2023 18:52:38 GMT",413083,vlat-mini-randomized,res12
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,introduction,,,65312e7d640c683265625dee,,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:55:09 GMT",9593,vlat-mini-randomized,prolificId
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,consent,,,vov,,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:56:19 GMT",79665,vlat-mini-randomized,userInitials
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,survey,,,No,,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 19:00:33 GMT",333648,vlat-mini-randomized,surveyRenderIssues
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,survey,,,No,,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 19:00:33 GMT",333648,vlat-mini-randomized,surveyExperience
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,survey,,,No,,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 19:00:33 GMT",333648,vlat-mini-randomized,surveyOtherIssues
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 19:00:20 GMT",320087,vlat-mini-randomized,res1
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q2,,Which country has the lowest proportion of Gold medals?,Japan,Great Britain,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 19:00:12 GMT",312783,vlat-mini-randomized,res2
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:58:51 GMT",231545,vlat-mini-randomized,res3
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:58:02 GMT",181941,vlat-mini-randomized,res4
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q5,,What is the approximate global smartphone market share of Samsung?,35.2%,17.6%,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:56:42 GMT",102920,vlat-mini-randomized,res5
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:58:18 GMT",197966,vlat-mini-randomized,res6
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q7,,What is the cost of peanuts in Seoul?,$7.5,$6.1,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:57:12 GMT",132600,vlat-mini-randomized,res7
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:58:31 GMT",211142,vlat-mini-randomized,res8
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:59:07 GMT",247336,vlat-mini-randomized,res9
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.80,$0.71,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:57:45 GMT",165135,vlat-mini-randomized,res10
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 4,1 to 2,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:59:56 GMT",296551,vlat-mini-randomized,res11
mcVBt0gHAFbrucyRjfnliShHeQz1,9493ea5c-9665-4797-94a3-a1a2dd638910,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:55:00 GMT","Tue, 07 Nov 2023 18:58:38 GMT",218904,vlat-mini-randomized,res12
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,introduction,,,654167850c86a245eb776eea,,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:42:59 GMT",21173,vlat-mini-randomized,prolificId
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,consent,,,PC,,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:43:49 GMT",70462,vlat-mini-randomized,userInitials
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,survey,,,"Not that I could tell; I figured that some places where more information about the graphic appeared to be absent were intentional (and only apparent by deduction, not because there was a graphical blank).",,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:52:40 GMT",602200,vlat-mini-randomized,surveyRenderIssues
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,survey,,,"No, thanks.",,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:52:40 GMT",602200,vlat-mini-randomized,surveyOtherIssues
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,survey,,,No,,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:52:40 GMT",602200,vlat-mini-randomized,surveyExperience
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:45:14 GMT",155926,vlat-mini-randomized,res1
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:45:03 GMT",145134,vlat-mini-randomized,res2
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:45:26 GMT",168291,vlat-mini-randomized,res3
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:46:54 GMT",256101,vlat-mini-randomized,res4
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:44:16 GMT",98082,vlat-mini-randomized,res5
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:47:24 GMT",286209,vlat-mini-randomized,res6
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q7,,What is the cost of peanuts in Seoul?,Skip,$6.1,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:46:21 GMT",222858,vlat-mini-randomized,res7
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:47:57 GMT",319195,vlat-mini-randomized,res8
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q9,,What is the average internet speed in Japan?,Skip,40.51 Mbps,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:48:32 GMT",353498,vlat-mini-randomized,res9
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.71,$0.71,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:51:48 GMT",549997,vlat-mini-randomized,res10
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",Skip,1 to 2,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:50:32 GMT",473498,vlat-mini-randomized,res11
Q7Ga6dTi3EPYVfbiqx68tGgcNIZ2,ca309c64-c823-4e80-85b0-e1d44a29e48a,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:42:38 GMT","Tue, 07 Nov 2023 18:51:13 GMT",514428,vlat-mini-randomized,res12
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,introduction,,,6123ffd66668fe39928e28b0,,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:46:12 GMT",22929,vlat-mini-randomized,prolificId
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,consent,,,MR,,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:46:20 GMT",30743,vlat-mini-randomized,userInitials
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,survey,,,No,,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:50:24 GMT",275033,vlat-mini-randomized,surveyRenderIssues
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,survey,,,No ,,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:50:24 GMT",275033,vlat-mini-randomized,surveyOtherIssues
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,survey,,,No,,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:50:24 GMT",275033,vlat-mini-randomized,surveyExperience
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:49:16 GMT",207181,vlat-mini-randomized,res1
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:48:56 GMT",186767,vlat-mini-randomized,res2
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:47:18 GMT",88802,vlat-mini-randomized,res3
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:47:02 GMT",72714,vlat-mini-randomized,res4
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:46:31 GMT",41772,vlat-mini-randomized,res5
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:46:50 GMT",61418,vlat-mini-randomized,res6
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q7,,What is the cost of peanuts in Seoul?,$6.1,$6.1,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:50:12 GMT",262702,vlat-mini-randomized,res7
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:48:26 GMT",156849,vlat-mini-randomized,res8
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:47:29 GMT",99832,vlat-mini-randomized,res9
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.71,$0.71,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:49:26 GMT",216675,vlat-mini-randomized,res10
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",1 to 2,1 to 2,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:48:07 GMT",138375,vlat-mini-randomized,res11
ILj6pXCqm7OCT6zMIGC7QvqkNt12,e4a4ae77-e730-4fd5-95e4-2683c4e3071b,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 18:45:49 GMT","Tue, 07 Nov 2023 18:48:40 GMT",171173,vlat-mini-randomized,res12
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,introduction,,,65177add8af27911a3ee59cb,,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:07:50 GMT",53621,vlat-mini-randomized,prolificId
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,consent,,,CR,,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:08:52 GMT",116456,vlat-mini-randomized,userInitials
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,survey,,,No problems.,,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:19:56 GMT",779657,vlat-mini-randomized,surveyExperience
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,survey,,,Worked well.,,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:19:56 GMT",779657,vlat-mini-randomized,surveyOtherIssues
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,survey,,,No.,,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:19:56 GMT",779657,vlat-mini-randomized,surveyRenderIssues
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q1,,eBay is nested in the Software category.,False,False,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:09:33 GMT",156895,vlat-mini-randomized,res1
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q2,,Which country has the lowest proportion of Gold medals?,Great Britain,Great Britain,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:13:27 GMT",391110,vlat-mini-randomized,res2
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q3,,What distance have customers traveled in the taxi the most?,30 - 40km,30 - 40km,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:18:41 GMT",705452,vlat-mini-randomized,res3
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q4,,"In 2020, the unemployment rate for Washington (WA) was higher than that of Wisconsin (WI)?",True,True,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:10:05 GMT",189441,vlat-mini-randomized,res4
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q5,,What is the approximate global smartphone market share of Samsung?,17.6%,17.6%,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:12:06 GMT",310149,vlat-mini-randomized,res5
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q6,,Which city's metro system has the largest number of stations?,Shanghai,Shanghai,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:12:55 GMT",359439,vlat-mini-randomized,res6
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q7,,What is the cost of peanuts in Seoul?,$6.1,$6.1,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:11:40 GMT",283641,vlat-mini-randomized,res7
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q8,,What was the price of a barrel of oil in February 2020?,$50.54,$50.54,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:19:04 GMT",727586,vlat-mini-randomized,res8
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q9,,What is the average internet speed in Japan?,40.51 Mbps,40.51 Mbps,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:10:34 GMT",217895,vlat-mini-randomized,res9
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q10,,What was the average price of a pound of coffee in October 2019?,$0.71,$0.71,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:15:55 GMT",538589,vlat-mini-randomized,res10
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q11,,"What was the ratio of girls named ""Isla"" to girls named ""Amelia"" in 2012 in the UK?",Skip,1 to 2,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:18:15 GMT",678578,vlat-mini-randomized,res11
WEvXZLqFnESA7aTtpfbz6v6HVcz2,794ac85e-2b13-448b-bc64-1588ea9f4e32,completed,q12,,There is a negative relationship between the height and the weight of the 85 males.,False,False,"Tue, 07 Nov 2023 19:06:56 GMT","Tue, 07 Nov 2023 19:14:16 GMT",439606,vlat-mini-randomized,res12
